ft,zt,wo_len,ft2,zpt
0.849819,0.851276,0.436293,0.849819,0.856050
0.844819,0.848384,0.436285,0.844819,0.852291
0.839879,0.844692,0.436285,0.839879,0.849228
0.835000,0.842894,0.436295,0.835000,0.849033
0.830185,0.839647,0.436295,0.830185,0.847865
0.825434,0.838261,0.436345,0.825434,0.846386
0.820750,0.836814,0.436345,0.820750,0.844057
0.816133,0.827959,0.436392,0.816133,0.834981
0.811587,0.821382,0.436392,0.811587,0.826956
0.807111,0.814080,0.436409,0.807111,0.818921
0.802708,0.805567,0.436409,0.802708,0.811765
0.798379,0.799299,0.436410,0.798379,0.805581
0.794125,0.793661,0.436410,0.794125,0.799766
0.789947,0.787421,0.436406,0.789947,0.795178
0.785848,0.780634,0.436406,0.785848,0.788950
0.781827,0.774155,0.436404,0.781827,0.785589
0.777886,0.771222,0.436404,0.777886,0.780445
0.774026,0.768660,0.436407,0.774026,0.776101
0.770248,0.765647,0.436407,0.770248,0.772029
0.766554,0.763892,0.436409,0.766554,0.768974
0.762943,0.763524,0.436409,0.762943,0.768917
0.759417,0.760922,0.436408,0.759417,0.767737
0.755977,0.758652,0.436408,0.755977,0.765178
0.752623,0.756591,0.436416,0.752623,0.762764
0.749356,0.755060,0.436416,0.749356,0.763162
0.746177,0.755588,0.436446,0.746177,0.761258
0.743086,0.753724,0.436446,0.743086,0.762459
0.740084,0.745658,0.436459,0.740084,0.756376
0.737170,0.738236,0.436459,0.737170,0.750644
0.734347,0.732168,0.436457,0.734347,0.747281
0.731613,0.727417,0.436457,0.731613,0.741508
0.728970,0.719954,0.436464,0.728970,0.736641
0.726417,0.716770,0.436464,0.726417,0.732092
0.723955,0.713107,0.436494,0.723955,0.727813
0.721584,0.709275,0.436494,0.721584,0.724188
0.719304,0.705584,0.436567,0.719304,0.719678
0.717115,0.702551,0.436567,0.717115,0.714209
0.715016,0.699967,0.436645,0.715016,0.711227
0.713008,0.698231,0.436645,0.713008,0.708646
0.711092,0.696584,0.436701,0.711092,0.706936
0.709265,0.696000,0.436701,0.709265,0.703257
0.707529,0.694335,0.436734,0.707529,0.700677
0.705883,0.693331,0.436734,0.705883,0.698601
0.704326,0.691914,0.436757,0.704326,0.696885
0.702858,0.690861,0.436757,0.702858,0.695159
0.701480,0.688623,0.436760,0.701480,0.694452
0.700189,0.690368,0.436760,0.700189,0.695030
0.698986,0.691169,0.436757,0.698986,0.695628
0.697870,0.692849,0.436757,0.697870,0.696029
0.696841,0.691861,0.436755,0.696841,0.697692
0.695897,0.691950,0.436755,0.695897,0.699057
0.695039,0.691918,0.436755,0.695039,0.700464
0.694264,0.691224,0.436755,0.694264,0.700608
0.693573,0.691005,0.436753,0.693573,0.699441
0.692964,0.690352,0.436753,0.692964,0.699298
0.692436,0.690727,0.436751,0.692436,0.700722
0.691989,0.687932,0.436751,0.691989,0.699748
0.691621,0.688881,0.436744,0.691621,0.698735
0.691332,0.688930,0.436744,0.691332,0.697499
0.691120,0.688023,0.436730,0.691120,0.697745
0.690983,0.688666,0.436730,0.690983,0.696248
0.690922,0.688279,0.436713,0.690922,0.696179
0.690934,0.687930,0.436713,0.690934,0.695736
0.691018,0.688001,0.436691,0.691018,0.696257
0.691174,0.690093,0.436691,0.691174,0.695821
0.691398,0.691127,0.436689,0.691398,0.694911
0.691691,0.693034,0.436689,0.691691,0.694485
0.692051,0.696237,0.436708,0.692051,0.695102
0.692475,0.699708,0.436708,0.692475,0.696463
0.692963,0.700533,0.436726,0.692963,0.696638
0.693513,0.703240,0.436726,0.693513,0.698104
0.694124,0.703009,0.436735,0.694124,0.695908
0.694793,0.703878,0.436735,0.694793,0.696621
0.695520,0.704799,0.436732,0.695520,0.697301
0.696302,0.704741,0.436732,0.696302,0.698706
0.697138,0.706099,0.436733,0.697138,0.700703
0.698025,0.706333,0.436733,0.698025,0.701401
0.698963,0.707615,0.436735,0.698963,0.702929
0.699949,0.708352,0.436735,0.699949,0.702308
0.700981,0.707060,0.436737,0.700981,0.703340
0.702058,0.706571,0.436737,0.702058,0.705592
0.703178,0.707994,0.436736,0.703178,0.707536
0.704339,0.708929,0.436736,0.704339,0.709924
0.705538,0.711202,0.436731,0.705538,0.710323
0.706774,0.712208,0.436731,0.706774,0.712160
0.708045,0.712327,0.436726,0.708045,0.714713
0.709349,0.712654,0.436726,0.709349,0.715860
0.710684,0.712576,0.436723,0.710684,0.719049
0.712047,0.713630,0.436723,0.712047,0.720835
0.713437,0.712665,0.436725,0.713437,0.723230
0.714852,0.713147,0.436725,0.714852,0.725374
0.716290,0.713306,0.436731,0.716290,0.724451
0.717748,0.712996,0.436731,0.717748,0.726341
0.719224,0.713463,0.436745,0.719224,0.727994
0.720716,0.714371,0.436745,0.720716,0.728506
0.722222,0.714627,0.436770,0.722222,0.728773
0.723740,0.715099,0.436770,0.723740,0.730256
0.725268,0.714083,0.436805,0.725268,0.729276
0.726804,0.714484,0.436805,0.726804,0.728150
0.728345,0.714593,0.436853,0.728345,0.727570
0.729889,0.714832,0.436853,0.729889,0.727548
0.731434,0.714577,0.436920,0.731434,0.726242
0.732978,0.713531,0.436920,0.732978,0.726356
0.734518,0.713769,0.437010,0.734518,0.725614
0.736053,0.713873,0.437010,0.736053,0.726119
0.737581,0.713796,0.437133,0.737581,0.726014
0.739098,0.714718,0.437133,0.739098,0.726186
0.740603,0.714696,0.437308,0.740603,0.726757
0.742094,0.714880,0.437308,0.742094,0.727115
0.743569,0.722913,0.437433,0.743569,0.737068
0.745025,0.728531,0.437433,0.745025,0.740511
0.746460,0.732113,0.437498,0.746460,0.742518
0.747873,0.738009,0.437498,0.747873,0.745882
0.749260,0.743431,0.437518,0.749260,0.747527
0.750620,0.746486,0.437518,0.750620,0.749984
0.751951,0.749497,0.437519,0.751951,0.752299
0.753250,0.752016,0.437519,0.753250,0.753629
0.754516,0.754882,0.437520,0.754516,0.754522
0.755747,0.755394,0.437520,0.755747,0.755239
0.756939,0.756281,0.437518,0.756939,0.755122
0.758092,0.756387,0.437518,0.758092,0.754765
0.759204,0.756776,0.437512,0.759204,0.755300
0.760272,0.756628,0.437512,0.760272,0.755203
0.761294,0.755986,0.437499,0.761294,0.754390
0.762268,0.758004,0.437499,0.762268,0.753123
0.763193,0.759506,0.437499,0.763193,0.752549
0.764066,0.759845,0.437499,0.764066,0.752014
0.764886,0.761231,0.437503,0.764886,0.750670
0.765651,0.764077,0.437503,0.765651,0.750433
0.766358,0.763376,0.437515,0.766358,0.750732
0.767007,0.763616,0.437515,0.767007,0.751566
0.767595,0.763937,0.437534,0.767595,0.751714
0.768120,0.765175,0.437534,0.768120,0.753589
0.768581,0.764810,0.437554,0.768581,0.754603
0.768976,0.763011,0.437554,0.768976,0.755334
0.769304,0.762363,0.437585,0.769304,0.756129
0.769562,0.761193,0.437585,0.769562,0.755687
0.769749,0.760601,0.437623,0.769749,0.756613
0.769864,0.758924,0.437623,0.769864,0.756936
0.769905,0.758569,0.437663,0.769905,0.757052
0.769871,0.758156,0.437663,0.769871,0.755963
0.769760,0.757123,0.437700,0.769760,0.755936
0.769570,0.755701,0.437700,0.769570,0.755046
0.769300,0.754132,0.437722,0.769300,0.755157
0.768950,0.754161,0.437722,0.768950,0.753749
0.768517,0.753026,0.437728,0.768517,0.753576
0.768000,0.752999,0.437728,0.768000,0.753174
0.767398,0.752582,0.437722,0.767398,0.752988
0.766710,0.752849,0.437722,0.766710,0.752790
0.765935,0.752405,0.437706,0.765935,0.752422
0.765071,0.752692,0.437706,0.765071,0.751916
0.764118,0.752969,0.437686,0.764118,0.752007
0.763074,0.753697,0.437686,0.763074,0.751916
0.761938,0.753409,0.437666,0.761938,0.751846
0.760711,0.753320,0.437666,0.760711,0.752216
0.759389,0.752842,0.437646,0.759389,0.752489
0.757974,0.752209,0.437646,0.757974,0.752424
0.756463,0.751748,0.437627,0.756463,0.752816
0.754857,0.751828,0.437627,0.754857,0.753447
0.753154,0.751597,0.437621,0.753154,0.753726
0.751354,0.751465,0.437621,0.751354,0.754047
0.749457,0.750870,0.437627,0.749457,0.753695
0.747460,0.750270,0.437627,0.747460,0.753389
0.745365,0.749528,0.437647,0.745365,0.752657
0.743171,0.749202,0.437647,0.743171,0.752075
0.740876,0.739899,0.437644,0.740876,0.742567
0.738482,0.736298,0.437644,0.738482,0.739434
0.735987,0.734025,0.437638,0.735987,0.737069
0.733391,0.730760,0.437638,0.733391,0.734612
0.730693,0.727761,0.437629,0.730693,0.731467
0.727895,0.725710,0.437629,0.727895,0.727915
0.724995,0.723514,0.437625,0.724995,0.725308
0.721994,0.720711,0.437625,0.721994,0.722005
0.718891,0.717673,0.437620,0.718891,0.719132
0.715686,0.716142,0.437620,0.715686,0.716633
0.712381,0.714589,0.437631,0.712381,0.714794
0.708973,0.713603,0.437631,0.708973,0.714249
0.705465,0.711906,0.437667,0.705465,0.713702
0.701855,0.710238,0.437667,0.701855,0.713735
0.698144,0.709381,0.437745,0.698144,0.712111
0.694333,0.707720,0.437745,0.694333,0.711943
0.690422,0.706371,0.437882,0.690422,0.711486
0.686411,0.704971,0.437882,0.686411,0.710931
0.682301,0.703334,0.438100,0.682301,0.710929
0.678092,0.701773,0.438100,0.678092,0.710944
0.673785,0.700930,0.438429,0.673785,0.710838
0.669380,0.700833,0.438429,0.669380,0.710470
0.664878,0.700990,0.438891,0.664878,0.710067
0.660280,0.690715,0.438891,0.660280,0.699498
0.655586,0.683017,0.439228,0.655586,0.692406
0.650798,0.673278,0.439228,0.650798,0.684720
0.645915,0.665978,0.439467,0.645915,0.676632
0.640939,0.655955,0.439467,0.640939,0.666435
0.635871,0.648847,0.439600,0.635871,0.657920
0.630712,0.638964,0.439600,0.630712,0.648230
0.625463,0.630940,0.439661,0.625463,0.637820
0.620124,0.622207,0.439661,0.620124,0.630238
0.614698,0.615858,0.439673,0.614698,0.622769
0.609184,0.614677,0.439673,0.609184,0.619971
0.603585,0.611964,0.439753,0.603585,0.616554
0.597901,0.609179,0.439753,0.597901,0.614174
0.592134,0.605612,0.439874,0.592134,0.610740
0.586285,0.602484,0.439874,0.586285,0.607724
0.580356,0.591588,0.439942,0.580356,0.597254
0.574347,0.581572,0.439942,0.574347,0.589407
0.568260,0.573161,0.439956,0.568260,0.583041
0.562098,0.565567,0.439956,0.562098,0.575332
0.555860,0.558004,0.439958,0.555860,0.567744
0.549550,0.549522,0.439958,0.549550,0.561507
0.543168,0.545704,0.439959,0.543168,0.555763
0.536715,0.540485,0.439959,0.536715,0.550802
0.530195,0.534746,0.439966,0.530195,0.544950
0.523608,0.531198,0.439966,0.523608,0.539341
0.516956,0.528861,0.439997,0.516956,0.537195
0.510241,0.527414,0.439997,0.510241,0.533166
0.503464,0.516555,0.440022,0.503464,0.522074
0.496628,0.508456,0.440022,0.496628,0.510791
0.489734,0.496967,0.440024,0.489734,0.499036
0.482785,0.487709,0.440024,0.482785,0.489127
0.475781,0.477671,0.440024,0.475781,0.478189
0.468726,0.467750,0.440024,0.468726,0.468467
0.461621,0.459815,0.440025,0.461621,0.461528
0.454468,0.451954,0.440025,0.454468,0.454854
0.447268,0.443902,0.440026,0.447268,0.446197
0.440025,0.439887,0.440026,0.440025,0.440862
0.432741,0.437611,0.440027,0.432741,0.437814
0.425416,0.428131,0.440027,0.425416,0.423931
0.418054,0.417283,0.440028,0.418054,0.415789
0.410657,0.410882,0.440028,0.410657,0.406889
0.403226,0.401376,0.440033,0.403226,0.401152
0.395764,0.395666,0.440033,0.395764,0.393347
0.388273,0.387784,0.440034,0.388273,0.386948
0.380755,0.382418,0.440034,0.380755,0.384403
0.373213,0.378015,0.440031,0.373213,0.378775
0.365649,0.372592,0.440031,0.365649,0.373686
0.358065,0.367654,0.440059,0.358065,0.369117
0.350463,0.353125,0.440059,0.350463,0.357517
0.342846,0.343831,0.440059,0.342846,0.348641
0.335215,0.334315,0.440059,0.335215,0.337664
0.327574,0.327543,0.440059,0.327574,0.326990
0.319925,0.315019,0.440059,0.319925,0.315892
0.312269,0.306773,0.440065,0.312269,0.308999
0.304609,0.298780,0.440065,0.304609,0.301327
0.296948,0.292777,0.440077,0.296948,0.296236
0.289287,0.284224,0.440077,0.289287,0.287763
0.281630,0.280726,0.440081,0.281630,0.281323
0.273978,0.276100,0.440081,0.273978,0.274807
0.266335,0.263564,0.440090,0.266335,0.260755
0.258701,0.254122,0.440090,0.258701,0.253004
0.251080,0.245876,0.440101,0.251080,0.246731
0.243474,0.236053,0.440101,0.243474,0.239105
0.235885,0.230304,0.440104,0.235885,0.232672
0.228316,0.222578,0.440104,0.228316,0.226127
0.220768,0.215587,0.440088,0.220768,0.219360
0.213245,0.206789,0.440088,0.213245,0.209719
0.205748,0.201187,0.440057,0.205748,0.201893
0.198281,0.198956,0.440057,0.198281,0.199300
0.190844,0.186356,0.440036,0.190844,0.188277
0.183441,0.179891,0.440036,0.183441,0.178704
0.176074,0.172509,0.440033,0.176074,0.167637
0.168744,0.164223,0.440033,0.168744,0.156447
0.161455,0.153894,0.440024,0.161455,0.147344
0.154209,0.147812,0.440024,0.154209,0.139062
0.147007,0.141643,0.440033,0.147007,0.135083
0.139852,0.137186,0.440033,0.139852,0.130420
0.132746,0.130556,0.440039,0.132746,0.125556
0.125692,0.126499,0.440039,0.125692,0.123742
0.118691,0.124864,0.440022,0.118691,0.121373
0.111746,0.109629,0.440022,0.111746,0.107868
0.104858,0.095957,0.440058,0.104858,0.100420
0.098030,0.086103,0.440058,0.098030,0.091832
0.091264,0.076445,0.440181,0.091264,0.083289
0.084562,0.071280,0.440181,0.084562,0.074468
0.077926,0.062799,0.440397,0.077926,0.065411
0.071358,0.055234,0.440397,0.071358,0.057321
0.064860,0.048212,0.440635,0.064860,0.048563
0.058433,0.042881,0.440635,0.058433,0.042214
0.052080,0.038615,0.440823,0.052080,0.035567
0.045803,0.035508,0.440823,0.045803,0.032793
0.039603,0.032492,0.440915,0.039603,0.026789
0.033483,0.024751,0.440915,0.033483,0.021340
0.027443,0.020329,0.440986,0.027443,0.019285
0.021487,0.014407,0.440986,0.021487,0.015411
0.015615,0.008360,0.441027,0.015615,0.008637
0.009829,0.005513,0.441027,0.009829,0.006206
0.004131,0.001977,0.441034,0.004131,0.003719
-0.001478,-0.000871,0.441034,-0.001478,0.002799
-0.006996,-0.004290,0.441028,-0.006996,-0.001065
-0.012421,-0.008889,0.441028,-0.012421,-0.004759
-0.017752,-0.014288,0.441031,-0.017752,-0.006840
-0.022988,-0.017523,0.441031,-0.022988,-0.011992
-0.028126,-0.023336,0.441047,-0.028126,-0.016590
-0.033167,-0.029494,0.441047,-0.033167,-0.021254
-0.038107,-0.034075,0.441075,-0.038107,-0.023323
-0.042947,-0.041706,0.441075,-0.042947,-0.029084
-0.047685,-0.047114,0.441081,-0.047685,-0.033898
-0.052319,-0.055093,0.441081,-0.052319,-0.039328
-0.056849,-0.059115,0.441056,-0.056849,-0.044562
-0.061273,-0.065779,0.441056,-0.061273,-0.051694
-0.065591,-0.071782,0.440980,-0.065591,-0.055300
-0.069800,-0.076256,0.440980,-0.069800,-0.059587
-0.073901,-0.079344,0.440927,-0.073901,-0.063434
-0.077892,-0.081017,0.440927,-0.077892,-0.066857
-0.081773,-0.083247,0.440915,-0.081773,-0.072582
-0.085542,-0.085726,0.440915,-0.085542,-0.075718
-0.089199,-0.089748,0.440911,-0.089199,-0.079640
-0.092743,-0.092832,0.440911,-0.092743,-0.084890
-0.096174,-0.096695,0.440907,-0.096174,-0.087023
-0.099490,-0.100584,0.440907,-0.099490,-0.087734
-0.102691,-0.102128,0.440911,-0.102691,-0.090360
-0.105776,-0.105727,0.440911,-0.105776,-0.089805
-0.108746,-0.106614,0.440926,-0.108746,-0.090631
-0.111599,-0.107594,0.440926,-0.111599,-0.088625
-0.114335,-0.107135,0.440970,-0.114335,-0.090386
-0.116954,-0.108093,0.440970,-0.116954,-0.087177
-0.119456,-0.116471,0.440976,-0.119456,-0.094206
-0.121840,-0.123387,0.440976,-0.121840,-0.100096
-0.124105,-0.126981,0.440982,-0.124105,-0.103184
-0.126253,-0.131748,0.440982,-0.126253,-0.109409
-0.128282,-0.132804,0.441008,-0.128282,-0.114948
-0.130194,-0.136664,0.441008,-0.130194,-0.117939
-0.131986,-0.139844,0.441073,-0.131986,-0.123107
-0.133661,-0.143791,0.441073,-0.133661,-0.126485
-0.135217,-0.147496,0.441169,-0.135217,-0.129164
-0.136656,-0.147551,0.441169,-0.136656,-0.131431
-0.137976,-0.146278,0.441242,-0.137976,-0.129970
-0.139179,-0.144660,0.441242,-0.139179,-0.131707
-0.140265,-0.143777,0.441280,-0.140265,-0.134317
-0.141234,-0.143727,0.441280,-0.141234,-0.134845
-0.142087,-0.141655,0.441276,-0.142087,-0.135302
-0.142823,-0.139469,0.441276,-0.142823,-0.135305
-0.143444,-0.137670,0.441217,-0.143444,-0.134182
-0.143950,-0.134739,0.441217,-0.143950,-0.134895
-0.144341,-0.133965,0.441137,-0.144341,-0.134930
-0.144619,-0.131197,0.441137,-0.144619,-0.134653
-0.144784,-0.132880,0.441059,-0.144784,-0.137452
-0.144836,-0.134691,0.441059,-0.144836,-0.139356
-0.144777,-0.134125,0.441016,-0.144777,-0.139849
-0.144608,-0.134257,0.441016,-0.144608,-0.140786
-0.144328,-0.134981,0.440975,-0.144328,-0.141309
-0.143940,-0.134473,0.440975,-0.143940,-0.139124
-0.143444,-0.132477,0.440931,-0.143444,-0.137507
-0.142842,-0.132407,0.440931,-0.142842,-0.134754
-0.142133,-0.132113,0.440887,-0.142133,-0.135224
-0.141321,-0.133547,0.440887,-0.141321,-0.136297
-0.140404,-0.131198,0.440830,-0.140404,-0.135855
-0.139386,-0.131023,0.440830,-0.139386,-0.135213
-0.138267,-0.131207,0.440784,-0.138267,-0.132221
-0.137048,-0.132687,0.440784,-0.137048,-0.131565
-0.135731,-0.132966,0.440768,-0.135731,-0.131995
-0.134317,-0.134616,0.440768,-0.134317,-0.130985
-0.132807,-0.136167,0.440784,-0.132807,-0.131984
-0.131204,-0.135484,0.440784,-0.131204,-0.133928
-0.129509,-0.135682,0.440821,-0.129509,-0.131774
-0.127722,-0.135101,0.440821,-0.127722,-0.127522
-0.125846,-0.134161,0.440873,-0.125846,-0.127192
-0.123883,-0.134020,0.440873,-0.123883,-0.124793
-0.121834,-0.133993,0.440940,-0.121834,-0.124019
-0.119700,-0.132639,0.440940,-0.119700,-0.120185
-0.117484,-0.133612,0.441059,-0.117484,-0.121031
-0.115188,-0.126129,0.441059,-0.115188,-0.114230
-0.112812,-0.119791,0.441065,-0.112812,-0.111267
-0.110360,-0.113527,0.441065,-0.110360,-0.105856
-0.107832,-0.109479,0.441061,-0.107832,-0.102385
-0.105231,-0.104798,0.441061,-0.105231,-0.098731
-0.102559,-0.101254,0.441070,-0.102559,-0.093233
-0.099818,-0.095306,0.441070,-0.099818,-0.088221
-0.097009,-0.089696,0.441131,-0.097009,-0.081736
-0.094135,-0.083989,0.441131,-0.094135,-0.078099
-0.091198,-0.081635,0.441220,-0.091198,-0.073723
-0.088200,-0.079678,0.441220,-0.088200,-0.071055
-0.085143,-0.074258,0.441309,-0.085143,-0.070202
-0.082030,-0.072256,0.441309,-0.082030,-0.069134
-0.078861,-0.069497,0.441392,-0.078861,-0.066228
-0.075641,-0.068125,0.441392,-0.075641,-0.062495
-0.072370,-0.064283,0.441468,-0.072370,-0.059747
-0.069051,-0.061372,0.441468,-0.069051,-0.057606
-0.065686,-0.058944,0.441530,-0.065686,-0.057738
-0.062279,-0.055827,0.441530,-0.062279,-0.056424
-0.058830,-0.052935,0.441571,-0.058830,-0.053188
-0.055342,-0.050943,0.441571,-0.055342,-0.052159
-0.051818,-0.048567,0.441593,-0.051818,-0.050403
-0.048260,-0.046640,0.441593,-0.048260,-0.047634
-0.044670,-0.043193,0.441599,-0.044670,-0.044594
-0.041051,-0.043634,0.441599,-0.041051,-0.043377
-0.037405,-0.040131,0.441591,-0.037405,-0.038851
-0.033735,-0.036451,0.441591,-0.033735,-0.037922
-0.030042,-0.033238,0.441587,-0.030042,-0.037088
-0.026330,-0.030808,0.441587,-0.026330,-0.033178
-0.022601,-0.025464,0.441585,-0.022601,-0.031136
-0.018856,-0.021955,0.441585,-0.018856,-0.026150
-0.015100,-0.019755,0.441578,-0.015100,-0.021797
-0.011334,-0.015799,0.441578,-0.011334,-0.018554
-0.007560,-0.012656,0.441568,-0.007560,-0.012822
-0.003781,-0.007708,0.441568,-0.003781,-0.005696
-0.000000,-0.005219,0.441564,-0.000000,-0.002909
0.003781,-0.000807,0.441564,0.003781,0.001509
0.007560,0.003458,0.441560,0.007560,0.005865
0.011334,0.007459,0.441560,0.011334,0.009131
0.015100,0.010711,0.441551,0.015100,0.011466
0.018856,0.011994,0.441551,0.018856,0.015981
0.022601,0.015106,0.441522,0.022601,0.020076
0.026330,0.019016,0.441522,0.026330,0.023065
0.030042,0.021189,0.441477,0.030042,0.027120
0.033735,0.025421,0.441477,0.033735,0.030762
0.037405,0.028071,0.441427,0.037405,0.033072
0.041051,0.031907,0.441427,0.041051,0.037526
0.044670,0.032978,0.441352,0.044670,0.040715
0.048260,0.040552,0.441352,0.048260,0.043902
0.051818,0.042669,0.441312,0.051818,0.049660
0.055342,0.046316,0.441312,0.055342,0.054210
0.058830,0.050598,0.441279,0.058830,0.060532
0.062279,0.053612,0.441279,0.062279,0.066523
0.065686,0.055812,0.441233,0.065686,0.071896
0.069051,0.059642,0.441233,0.069051,0.075597
0.072370,0.061862,0.441193,0.072370,0.080157
0.075641,0.063304,0.441193,0.075641,0.083984
0.078861,0.065326,0.441143,0.078861,0.088021
0.082030,0.069982,0.441143,0.082030,0.091337
0.085143,0.073700,0.441122,0.085143,0.095437
0.088200,0.077864,0.441122,0.088200,0.099118
0.091198,0.080608,0.441132,0.091198,0.101924
0.094135,0.084477,0.441132,0.094135,0.102261
0.097009,0.086555,0.441153,0.097009,0.104011
0.099818,0.089526,0.441153,0.099818,0.103701
0.102559,0.092941,0.441195,0.102559,0.103867
0.105231,0.096921,0.441195,0.105231,0.106021
0.107832,0.098367,0.441256,0.107832,0.107327
0.110360,0.100472,0.441256,0.110360,0.106821
0.112812,0.102203,0.441343,0.112812,0.106096
0.115188,0.104552,0.441343,0.115188,0.106336
0.117484,0.112886,0.441364,0.117484,0.111067
0.119700,0.116834,0.441364,0.119700,0.116042
0.121834,0.118986,0.441359,0.121834,0.118695
0.123883,0.123449,0.441359,0.123883,0.124887
0.125846,0.126614,0.441362,0.125846,0.129506
0.127722,0.129334,0.441362,0.127722,0.134876
0.129509,0.134488,0.441391,0.129509,0.141629
0.131204,0.135058,0.441391,0.131204,0.145689
0.132807,0.137969,0.441439,0.132807,0.151376
0.134317,0.140930,0.441439,0.134317,0.153644
0.135731,0.141222,0.441486,0.135731,0.155299
0.137048,0.141325,0.441486,0.137048,0.157732
0.138267,0.140642,0.441508,0.138267,0.159005
0.139386,0.142082,0.441508,0.139386,0.159122
0.140404,0.140990,0.441513,0.140404,0.157941
0.141321,0.144336,0.441513,0.141321,0.157276
0.142133,0.145822,0.441539,0.142133,0.156616
0.142842,0.146510,0.441539,0.142842,0.152910
0.143444,0.147249,0.441559,0.143444,0.150416
0.143940,0.147493,0.441559,0.143940,0.149948
0.144328,0.149655,0.441574,0.144328,0.148007
0.144608,0.148628,0.441574,0.144608,0.148623
0.144777,0.148744,0.441584,0.144777,0.146908
0.144836,0.147060,0.441584,0.144836,0.143945
0.144784,0.147822,0.441584,0.144784,0.142682
0.144619,0.148603,0.441584,0.144619,0.140550
0.144341,0.147226,0.441582,0.144341,0.137738
0.143950,0.145466,0.441582,0.143950,0.136536
0.143444,0.143807,0.441582,0.143444,0.136901
0.142823,0.144042,0.441582,0.142823,0.136228
0.142087,0.142226,0.441582,0.142087,0.135944
0.141234,0.141832,0.441582,0.141234,0.134277
0.140265,0.140396,0.441583,0.140265,0.134564
0.139179,0.137795,0.441583,0.139179,0.135758
0.137976,0.136297,0.441573,0.137976,0.135627
0.136656,0.134239,0.441573,0.136656,0.134914
0.135217,0.131207,0.441541,0.135217,0.132400
0.133661,0.130444,0.441541,0.133661,0.132946
0.131986,0.129659,0.441516,0.131986,0.130897
0.130194,0.128652,0.441516,0.130194,0.129491
0.128282,0.130397,0.441540,0.128282,0.129110
0.126253,0.130367,0.441540,0.126253,0.127039
0.124105,0.133641,0.441617,0.124105,0.126769
0.121840,0.131974,0.441617,0.121840,0.127505
0.119456,0.132583,0.441723,0.119456,0.128321
0.116954,0.122561,0.441723,0.116954,0.119398
0.114335,0.115426,0.441724,0.114335,0.114818
0.111599,0.108698,0.441724,0.111599,0.110143
0.108746,0.101988,0.441742,0.108746,0.105151
0.105776,0.096724,0.441742,0.105776,0.099309
0.102691,0.091936,0.441826,0.102691,0.096266
0.099490,0.090193,0.441826,0.099490,0.089813
0.096174,0.083317,0.441972,0.096174,0.086600
0.092743,0.079279,0.441972,0.092743,0.084295
0.089199,0.072037,0.442165,0.089199,0.083458
0.085542,0.066428,0.442165,0.085542,0.080799
0.081773,0.062342,0.442380,0.081773,0.075587
0.077892,0.059433,0.442380,0.077892,0.072664
0.073901,0.055094,0.442568,0.073901,0.066070
0.069800,0.054040,0.442568,0.069800,0.062032
0.065591,0.048929,0.442745,0.065591,0.057685
0.061273,0.045968,0.442745,0.061273,0.054644
0.056849,0.042171,0.442887,0.056849,0.050596
0.052319,0.042502,0.442887,0.052319,0.047348
0.047685,0.038240,0.442988,0.047685,0.041460
0.042947,0.034627,0.442988,0.042947,0.036350
0.038107,0.028153,0.443076,0.038107,0.029019
0.033167,0.024509,0.443076,0.033167,0.022049
0.028126,0.018600,0.443149,0.028126,0.012044
0.022988,0.015964,0.443149,0.022988,0.003417
0.017752,0.012675,0.443195,0.017752,-0.005024
0.012421,0.008443,0.443195,0.012421,-0.012558
0.006996,0.003509,0.443221,0.006996,-0.017626
0.001478,0.000676,0.443221,0.001478,-0.025012
-0.004131,-0.002858,0.443211,-0.004131,-0.030082
-0.009829,-0.006012,0.443211,-0.009829,-0.036554
-0.015615,-0.007997,0.443145,-0.015615,-0.040976
-0.021487,-0.012842,0.443145,-0.021487,-0.045177
-0.027443,-0.017325,0.443080,-0.027443,-0.048695
-0.033483,-0.026163,0.443080,-0.033483,-0.054332
-0.039603,-0.033246,0.443063,-0.039603,-0.059658
-0.045803,-0.040872,0.443063,-0.045803,-0.064795
-0.052080,-0.047833,0.443063,-0.052080,-0.069762
-0.058433,-0.054056,0.443063,-0.058433,-0.075722
-0.064860,-0.058583,0.443079,-0.064860,-0.079988
-0.071358,-0.064804,0.443079,-0.071358,-0.083323
-0.077926,-0.068906,0.443117,-0.077926,-0.087497
-0.084562,-0.075950,0.443117,-0.084562,-0.090193
-0.091264,-0.079612,0.443209,-0.091264,-0.090980
-0.098030,-0.085085,0.443209,-0.098030,-0.094737
-0.104858,-0.090286,0.443359,-0.104858,-0.096960
-0.111746,-0.096486,0.443359,-0.111746,-0.099527
-0.118691,-0.111374,0.443427,-0.118691,-0.109131
-0.125692,-0.122146,0.443427,-0.125692,-0.115157
-0.132746,-0.131045,0.443443,-0.132746,-0.121299
-0.139852,-0.138211,0.443443,-0.139852,-0.126151
-0.147007,-0.144319,0.443464,-0.147007,-0.131354
-0.154209,-0.151693,0.443464,-0.154209,-0.136157
-0.161455,-0.159681,0.443476,-0.161455,-0.138868
-0.168744,-0.166201,0.443476,-0.168744,-0.144330
-0.176074,-0.171964,0.443505,-0.176074,-0.147447
-0.183441,-0.177367,0.443505,-0.183441,-0.151519
-0.190844,-0.179381,0.443571,-0.190844,-0.151131
-0.198281,-0.192676,0.443571,-0.198281,-0.163275
-0.205748,-0.201433,0.443569,-0.205748,-0.173906
